Outbound From,Destination,ArrivalCountry,Inbound To,Departure Date,Return Date,Trip Duration (Days),Outbound Price,Inbound Price,Total Price,IATA_Departure,IATA_Destination,IATA_Return,Outbound Provider,Inbound Provider,Outbound Source Currency,Inbound Source Currency,Round_Trip_Link
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-20,2026-07-25,5,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-20&inboundDate=2026-07-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-21,2026-07-25,4,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-21&inboundDate=2026-07-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-24,2026-07-29,5,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-24&inboundDate=2026-07-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-25,2026-07-28,3,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-25&inboundDate=2026-07-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-25,2026-07-29,4,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-25&inboundDate=2026-07-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-24,2026-07-28,4,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-24&inboundDate=2026-07-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-21,2026-07-28,7,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-21&inboundDate=2026-07-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-22,2026-07-25,3,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-22&inboundDate=2026-07-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-27,2026-07-29,2,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-27&inboundDate=2026-07-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-06,2026-06-10,4,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-06&inboundDate=2026-06-10&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-22,2026-07-29,7,179.0,170.31,349.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-22&inboundDate=2026-07-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Manchester,Wielka Brytania,Warszawa,2026-07-03,2026-07-06,3,80.87,270.25,351.12,WARS,MAN,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=man&outboundDate=2026-07-03&inboundDate=2026-07-06&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-19,2026-08-26,7,89.0,262.3,351.3,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-19&inboundDate=2026-08-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-17,2026-08-23,6,89.0,262.3,351.3,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-17&inboundDate=2026-08-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-19,2026-08-23,4,89.0,262.3,351.3,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-19&inboundDate=2026-08-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-30,2026-06-02,3,289.0,63.84,352.84000000000003,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-30&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Manchester,Wielka Brytania,Warszawa,2026-05-11,2026-05-17,6,246.94,106.04,352.98,WARS,MAN,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=man&outboundDate=2026-05-11&inboundDate=2026-05-17&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Charleroi,Belgia,Warszawa,2026-07-26,2026-07-31,5,129.55,225.65,355.20000000000005,WARS,CRL,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=crl&outboundDate=2026-07-26&inboundDate=2026-07-31&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-02,2026-08-05,3,159.0,196.52,355.52,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-02&inboundDate=2026-08-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-07-29,2026-08-05,7,159.0,196.52,355.52,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-07-29&inboundDate=2026-08-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-03,2026-08-05,2,159.0,196.52,355.52,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-03&inboundDate=2026-08-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-03,2026-08-10,7,159.0,196.52,355.52,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-03&inboundDate=2026-08-10&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Manchester,Wielka Brytania,Warszawa,2026-05-04,2026-05-11,7,251.2,108.99,360.19,WARS,MAN,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=man&outboundDate=2026-05-04&inboundDate=2026-05-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-28,2026-06-02,5,219.0,144.74,363.74,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-28&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-26,2026-06-02,7,219.0,144.74,363.74,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-26&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-13,2026-08-17,4,209.0,155.41,364.40999999999997,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-13&inboundDate=2026-08-17&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-13,2026-08-20,7,209.0,155.41,364.40999999999997,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-13&inboundDate=2026-08-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Charleroi,Belgia,Warszawa,2026-07-24,2026-07-27,3,140.48,225.37,365.85,WARS,CRL,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=crl&outboundDate=2026-07-24&inboundDate=2026-07-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Charleroi,Belgia,Warszawa,2026-07-24,2026-07-31,7,140.48,225.65,366.13,WARS,CRL,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=crl&outboundDate=2026-07-24&inboundDate=2026-07-31&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Leeds,Wielka Brytania,Warszawa,2026-07-04,2026-07-06,2,80.87,290.18,371.05,WARS,LBA,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=lba&outboundDate=2026-07-04&inboundDate=2026-07-06&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Charleroi,Belgia,Warszawa,2026-07-10,2026-07-17,7,97.9,273.75,371.65,WARS,CRL,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=crl&outboundDate=2026-07-10&inboundDate=2026-07-17&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-13,2026-06-16,3,188.67,183.07,371.74,WARS,AGP,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-13&inboundDate=2026-06-16&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-03,2026-08-06,3,159.0,212.96,371.96000000000004,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-03&inboundDate=2026-08-06&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-02,2026-08-06,4,159.0,212.96,371.96000000000004,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-02&inboundDate=2026-08-06&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Bukareszt,Rumunia,Warszawa,2026-08-02,2026-08-07,5,159.0,212.96,371.96000000000004,WARS,BUCH,WARS,wizzair,wizzair,PLN,RON,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=buch&outboundDate=2026-08-02&inboundDate=2026-08-07&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-28,2026-06-02,5,309.0,63.84,372.84000000000003,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-28&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Charleroi,Belgia,Warszawa,2026-07-24,2026-07-26,2,140.48,232.95,373.42999999999995,WARS,CRL,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=crl&outboundDate=2026-07-24&inboundDate=2026-07-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-07,2026-06-09,2,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-07&inboundDate=2026-06-09&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-07,2026-06-12,5,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-07&inboundDate=2026-06-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-06,2026-06-12,6,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-06&inboundDate=2026-06-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-07,2026-06-11,4,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-07&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-09,2026-06-12,3,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-09&inboundDate=2026-06-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-06,2026-06-11,5,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-06&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-09,2026-06-15,6,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-09&inboundDate=2026-06-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-09,2026-06-11,2,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-09&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-06-06,2026-06-09,3,179.0,195.86,374.86,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-06-06&inboundDate=2026-06-09&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Manchester,Wielka Brytania,Warszawa,2026-07-03,2026-07-05,2,80.87,295.53,376.4,WARS,MAN,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=man&outboundDate=2026-07-03&inboundDate=2026-07-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-16,2026-05-21,5,164.64,212.89,377.53,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-16&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-16,2026-05-20,4,164.64,212.89,377.53,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-16&inboundDate=2026-05-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-16,2026-05-21,5,164.64,212.89,377.53,WARS,ALC,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-16&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-23,2026-07-28,5,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-23&inboundDate=2026-07-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-23,2026-07-25,2,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-23&inboundDate=2026-07-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-23,2026-07-29,6,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-23&inboundDate=2026-07-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-25,2026-05-27,2,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-25&inboundDate=2026-05-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-23,2026-05-26,3,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-23&inboundDate=2026-05-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-23,2026-05-27,4,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-23&inboundDate=2026-05-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-23,2026-05-28,5,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-23&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-23,2026-05-29,6,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-23&inboundDate=2026-05-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-25,2026-05-29,4,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-25&inboundDate=2026-05-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-25,2026-05-28,3,209.0,170.31,379.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-25&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-17,2026-05-20,3,170.29,212.89,383.17999999999995,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-17&inboundDate=2026-05-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-17,2026-05-21,4,170.29,212.89,383.17999999999995,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-17&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-02,2026-06-04,2,219.0,166.04,385.03999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-02&inboundDate=2026-06-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-28,2026-06-04,7,219.0,166.04,385.03999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-28&inboundDate=2026-06-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-16,2026-05-19,3,164.64,221.99,386.63,WARS,AGP,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-16&inboundDate=2026-05-19&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-19,2026-05-21,2,174.55,212.89,387.44,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-19&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-26,2026-05-28,2,219.0,170.29,389.28999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-26&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-25,2026-05-28,3,219.0,170.29,389.28999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-25&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-18,2026-07-21,3,219.0,170.31,389.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-18&inboundDate=2026-07-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-18,2026-07-25,7,219.0,170.31,389.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-18&inboundDate=2026-07-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-19,2026-05-26,7,219.0,170.31,389.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-19&inboundDate=2026-05-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-04,2026-07-08,4,179.0,212.89,391.89,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-04&inboundDate=2026-07-08&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-05,2026-07-08,3,179.0,212.89,391.89,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-05&inboundDate=2026-07-08&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-07-03,2026-07-08,5,179.0,212.89,391.89,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-07-03&inboundDate=2026-07-08&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
