departure,return,price,departure_airport,arrival_airport,date_of_export,DepartureCity,DepartureCountry,ArrivalCity,ArrivalCountry
2025-12-22,,144.0,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-23,,142.0,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-26,,515.0,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-27,,329.0,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-29,,316.0,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-30,,347.0,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-17,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-19,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-20,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-22,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-24,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-26,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-27,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-29,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-01,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-03,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-04,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-06,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-08,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-10,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-11,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-13,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-15,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-17,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-18,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-20,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-22,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-24,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-25,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-26,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-28,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-30,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-10-31,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-02,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-04,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-05,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-06,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-07,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-09,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-11,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-12,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-13,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-16,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-18,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-19,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-23,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-25,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-26,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-11-30,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-02,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-03,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-07,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-09,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-10,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-14,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-16,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-17,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-21,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-24,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-25,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-12-28,,,BRI,WMI,2025-09-17,Bari,Włochy,Warszawa,Polska
2025-09-17,,593.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-18,,623.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-19,,330.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-20,,1237.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-21,,819.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-22,,1280.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-23,,379.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-24,,418.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-25,,481.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-26,,532.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-27,,1226.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-28,,762.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-29,,1075.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-09-30,,631.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-01,,607.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-02,,339.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-03,,403.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-04,,721.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-05,,1237.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-06,,961.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-07,,502.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-08,,361.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-09,,305.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-10,,273.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-11,,670.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-12,,1042.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-13,,867.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-14,,564.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-15,,339.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-16,,157.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-17,,232.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-18,,625.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-19,,621.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-20,,721.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-21,,344.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-22,,412.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-23,,358.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-24,,622.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-25,,1025.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-26,,1237.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-27,,592.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-28,,305.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-29,,297.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-30,,721.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-10-31,,721.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-01,,406.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-02,,1225.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-03,,268.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-04,,400.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-05,,836.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-06,,763.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-07,,991.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-08,,297.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-09,,844.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-10,,235.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-11,,844.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-12,,776.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-13,,763.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-14,,776.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-15,,498.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-16,,844.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-17,,307.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-18,,534.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-19,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-20,,763.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-21,,625.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-22,,197.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-23,,625.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-24,,188.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-25,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-26,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-27,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-28,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-29,,201.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-30,,610.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-01,,107.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-02,,446.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-03,,446.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-04,,466.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-05,,776.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-06,,268.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-07,,531.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-08,,157.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-09,,446.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-10,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-11,,674.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-12,,625.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-13,,162.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-14,,446.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-15,,171.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-16,,446.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-17,,531.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-18,,694.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-19,,145.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-20,,143.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-21,,625.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-22,,162.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-23,,836.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-24,,606.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-25,,799.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-26,,1006.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-27,,167.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-28,,925.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-29,,135.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-12-30,,986.0,BRI,POZ,2025-09-17,Bari,Włochy,Poznań,Polska
2025-11-15,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-16,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-17,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-18,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-20,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-22,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-23,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-24,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-25,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-27,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-29,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-30,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-01,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-02,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-04,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-06,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-07,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-08,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-09,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-11,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-13,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-14,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-15,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-16,,154.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-18,,154.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-20,,154.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-21,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-22,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-23,,171.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-25,,154.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-27,,239.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-28,,621.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-29,,515.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-30,,426.0,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-17,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-18,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-19,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-20,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-21,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-22,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-23,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-24,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-25,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-26,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-27,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-28,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-29,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-30,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-01,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-02,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-03,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-04,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-05,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-06,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-07,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-08,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-09,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-10,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-11,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-12,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-13,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-14,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-15,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-16,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-17,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-18,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-19,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-20,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-21,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-22,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-23,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-24,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-25,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-26,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-27,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-28,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-29,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-30,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-10-31,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-01,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-02,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-03,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-04,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-05,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-06,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-07,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-08,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-09,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-10,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-11,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-12,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-13,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-14,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-19,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-21,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-26,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-11-28,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-03,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-05,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-10,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-12,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-17,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-19,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-24,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-12-26,,,PMO,WMI,2025-09-17,Palermo,Włochy,Warszawa,Polska
2025-09-17,,1124.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-18,,1345.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-19,,603.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-20,,1157.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-21,,1311.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-22,,449.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-23,,176.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-24,,962.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-25,,945.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-26,,339.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-27,,1341.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-28,,1298.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-29,,595.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-09-30,,577.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-01,,809.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-02,,788.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-03,,342.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-04,,424.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-05,,1254.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-06,,440.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-07,,485.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-08,,1011.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-09,,550.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-10,,321.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-11,,825.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-12,,965.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-13,,702.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-14,,661.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-15,,532.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-16,,550.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-17,,293.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-18,,334.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-19,,1206.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-20,,543.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-21,,443.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-22,,541.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-23,,550.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-24,,424.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
2025-10-25,,531.0,PMO,KRK,2025-09-17,Palermo,Włochy,Kraków,Polska
